system,rt_exper,Pubchem,cmm_id,rt_pred
FEM_long,1.2,773,155279.0,90.58644
MTBLS36,1.426982913,773,155279.0,90.58644
Waters ACQUITY UPLC with Synapt G1 Q-TOF,2.870583333,773,155279.0,90.58644
FEM_long,1.29,779,,88.76281
FEM_long,50.8,31353,44760.0,1189.7238
FEM_long,53.6,3931,,1312.6587
FEM_long,52.3,860,104503.0,1053.8077
FEM_long,4.615,791,144279.0,98.93328
FEM_short,4.44,791,144279.0,98.93328
FEM_long,11.005,846,162830.0,574.19183
LIFE_old,1.344583333,846,162830.0,574.19183
Waters ACQUITY UPLC with Synapt G1 Q-TOF,4.591616667,846,162830.0,574.19183
OBSF,3.76,846,162830.0,574.19183
FEM_long,4.98,857,27413.0,87.36073
FEM_long,1.18,866,122327.0,86.91856
FEM_long,2.005,525,52206.0,508.18765
MTBLS87,13.3,525,52206.0,508.18765
FEM_long,2.8,876,134006.0,87.9151
MTBLS87,8.7,876,134006.0,87.9151
Cao_HILIC,10.33,876,134006.0,87.9151
FEM_long,2.3,824,,89.929695
FEM_long,1.1,389,27422.0,90.01685
MTBLS87,20.8,389,27422.0,90.01685
FEM_long,11.5,994,153493.0,558.04193
MTBLS87,7.3,994,153493.0,558.04193
IPB_Halle,1.3,994,153493.0,558.04193
FEM_long,1.595,614,161632.0,91.77431
FEM_short,1.510344828,614,161632.0,91.77431
FEM_long,1.375,1087,105006.0,94.820656
Waters ACQUITY UPLC with Synapt G1 Q-TOF,4.591616667,1087,105006.0,94.820656
FEM_long,1.215,617,27410.0,551.899
MTBLS87,13.1,617,27410.0,551.899
MTBLS36,1.604889653,617,27410.0,551.899
MTBLS36,1.474431443,617,27410.0,551.899
FEM_long,1.305,205,,87.55523
FEM_long,16.0,1148,135163.0,565.6082
MTBLS87,8.7,1148,135163.0,565.6082
MTBLS36,8.865305311,1148,135163.0,565.6082
IPB_Halle,2.4,1148,135163.0,565.6082
FEM_long,6.085,1153,156885.0,89.894295
FEM_short,4.28,1153,156885.0,89.894295
IPB_Halle,0.7,1153,156885.0,89.894295
FEM_long,60.0,521518,,1355.0171
FEM_long,34.69,5280445,12712.0,751.54083
LIFE_new,3.745875,5280445,12712.0,751.54083
FEM_orbitrap_plasma,8.945,5280445,12712.0,751.54083
UniToyama_Atlantis,14.685,5280445,12712.0,751.54083
PFR-TK72,7.75,5280445,12712.0,751.54083
INRA_QTOF,10.79,5280445,12712.0,751.54083
FEM_long,2.185,1182,27411.0,95.30223
FEM_short,1.340862069,1182,27411.0,95.30223
MTBLS87,9.8,1182,27411.0,95.30223
FEM_long,2.11,867,27569.0,92.46988
MTBLS20,1.04,867,27569.0,92.46988
FEM_long,1.375,453,132607.0,580.43524
FEM_long,1.375,453,151428.0,580.43524
FEM_long,1.375,453,155519.0,580.43524
FEM_long,26.175,11496,102232.0,728.6509
FEM_long,1.4,872,99562.0,569.6324
FEM_long,59.2,14259,,1289.4746
FEM_long,61.2,13584,,1336.9888
FEM_long,44.25,8091,31597.0,1093.2882
FEM_long,57.86,102251,,1444.4402
FEM_long,60.4,22434,,1316.9705
FEM_long,57.1,15609,,1346.894
FEM_long,38.425,62388,,787.64594
FEM_long,54.5,9316,,1284.6353
FEM_long,54.425,31284,31618.0,1367.2242
FEM_long,58.5,15610,,1310.4814
FEM_long,56.515,8202,,1428.4271
FEM_long,56.4,8181,31621.0,1362.4908
Waters ACQUITY UPLC with Synapt G1 Q-TOF,13.76925,8181,31621.0,1362.4908
Waters ACQUITY UPLC with Synapt G1 Q-TOF,13.90746667,8181,31621.0,1362.4908
Waters ACQUITY UPLC with Synapt G1 Q-TOF,13.83521667,8181,31621.0,1362.4908
Waters ACQUITY UPLC with Synapt G1 Q-TOF,14.07838333,8181,31621.0,1362.4908
FEM_long,54.9,14258,,1430.8765
FEM_long,57.8,8201,31625.0,1278.5269
FEM_long,33.795,18050,,668.07776
FEM_long,34.5,4133,126742.0,747.47656
FEM_long,31.915,5281670,15221.0,813.6219
UniToyama_Atlantis,10.155783,5281670,15221.0,813.6219
Cao_HILIC,6.55,5281670,15221.0,813.6219
FEM_long,1.4,8083,82665.0,85.79415
Cao_HILIC,10.37,8083,82665.0,85.79415
FEM_long,1.3,607,27628.0,97.36995
FEM_long,1.3,607,27629.0,97.36995
FEM_long,1.3,607,93904.0,97.36995
MTBLS36,1.570407051,607,27628.0,97.36995
MTBLS36,1.570407051,607,27629.0,97.36995
MTBLS36,1.570407051,607,93904.0,97.36995
FEM_long,1.22,892,,578.59467
LIFE_new,0.464883333,892,,578.59467
LIFE_old,0.570716667,892,,578.59467
MTBLS87,14.4,892,,578.59467
Qtof-PFEM,8.4,892,,578.59467
INRA_QTOF,0.86,892,,578.59467
FEM_long,28.3,5352000,130817.0,645.803
UniToyama_Atlantis,10.57245,5352000,130817.0,645.803
FEM_long,17.38,89216,,607.4373
Waters ACQUITY UPLC with Synapt G1 Q-TOF,4.591616667,89216,,607.4373
FEM_long,1.486666667,899,155018.0,596.05835
FEM_long,1.495,906,,604.85394
Waters ACQUITY UPLC with Synapt G1 Q-TOF,7.075266667,906,,604.85394
Waters ACQUITY UPLC with Synapt G1 Q-TOF,7.075266667,906,,604.85394
FEM_long,36.09,8094,25254.0,817.70306
RIKEN,0.29,8094,25254.0,817.70306
FEM_long,2.0,80170,,620.5059
FEM_long,3.79,936,136974.0,503.20685
LIFE_new,0.721666667,936,136974.0,503.20685
LIFE_old,0.969416667,936,136974.0,503.20685
MTBLS20,1.1,936,136974.0,503.20685
MTBLS38,3.332452112,936,136974.0,503.20685
MTBLS87,4.7,936,136974.0,503.20685
Waters ACQUITY UPLC with Synapt G1 Q-TOF,1.673583333,936,136974.0,503.20685
OBSF,1.15,936,136974.0,503.20685
OBSF,1.37,936,136974.0,503.20685
FEM_long,4.64,942,158581.0,88.748985
MTBLS20,1.1,942,158581.0,88.748985
FEM_long,2.975,938,84398.0,623.2074
MTBLS20,1.1,938,84398.0,623.2074
FEM_orbitrap_plasma,1.44,938,84398.0,623.2074
FEM_orbitrap_urine,1.45,938,84398.0,623.2074
FEM_orbitrap_plasma,1.38,938,84398.0,623.2074
Cao_HILIC,2.35,938,84398.0,623.2074
OBSF,1.13,938,84398.0,623.2074
OBSF,1.27,938,84398.0,623.2074
FEM_long,2.1,4484,,576.4335
FEM_long,43.105,8158,25256.0,906.636
FEM_long,40.015,379,25255.0,877.2366
FEM_lipids,1.4,379,25255.0,877.2366
FEM_long,37.6,548230,,699.65674
FEM_long,27.585,8143,161708.0,730.3385
FEM_long,54.85,965,112961.0,1288.0192
FEM_long,1.21,106,111520.0,547.34955
FEM_long,25.485,5382105,62483.0,631.8594
FEM_orbitrap_plasma,6.25,5382105,62483.0,631.8594
FEM_long,54.42,985,25248.0,1195.9668
FEM_lipids,9.9,985,25248.0,1195.9668
FEM_orbitrap_plasma,14.9,985,25248.0,1195.9668
FEM_long,52.8,4668,,1276.5304
FEM_long,53.18,4668,,1276.5304
FEM_long,24.3,322,104974.0,719.0523
FEM_long,12.1,1001,69298.0,552.26984
FEM_long,1.405,230881,,640.5065
FEM_long,1.185,2723758,,629.1802
FEM_long,2.5,8082,66927.0,84.28976
FEM_long,40.7,4840,,842.4748
FEM_long,26.715,7196,71060.0,689.28735
FEM_long,1.5,7852,58471.0,81.64936
FEM_long,13.9,72,132870.0,638.78735
FEM_short,7.77,72,132870.0,638.78735
RIKEN,1.14,72,132870.0,638.78735
FEM_orbitrap_urine,5.93,72,132870.0,638.78735
PFR-TK72,2.41,72,132870.0,638.78735
Qtof-PFEM,7.22,72,132870.0,638.78735
INRA_QTOF,7.22,72,132870.0,638.78735
FEM_long,3.775,1050,50949.0,554.5241
RIKEN,0.38,1050,50949.0,554.5241
FEM_long,3.99,1051,145291.0,595.9132
RIKEN,0.39,1051,145291.0,595.9132
Cao_HILIC,10.3,1051,145291.0,595.9132
FEM_long,1.42,1052,85052.0,83.56995
FEM_long,1.405,1053,61296.0,86.3049
FEM_long,4.9,1054,54635.0,86.47132
RIKEN,0.53,1054,54635.0,86.47132
Cao_HILIC,9.21,1054,54635.0,86.47132
OBSF,0.73,1054,54635.0,86.47132
OBSF,0.78,1054,54635.0,86.47132
FEM_long,13.0,289,62187.0,612.57477
FEM_orbitrap_urine,4.4,289,62187.0,612.57477
FEM_long,1.5,31268,88541.0,83.6671
FEM_long,1.79,1060,27086.0,570.3531
RIKEN,0.22,1060,27086.0,570.3531
MTBLS36,4.600831404,1060,27086.0,570.3531
FEM_long,33.98,5280343,12710.0,753.22723
LIFE_new,3.739516667,5280343,12710.0,753.22723
MTBLS38,9.787921123,5280343,12710.0,753.22723
UniToyama_Atlantis,14.618333,5280343,12710.0,753.22723
MPI_Symmetry,12.22205,5280343,12710.0,753.22723
PFR-TK72,7.8,5280343,12710.0,753.22723
FEM_long,28.95,5378597,134193.0,662.48596
UniToyama_Atlantis,10.835,5378597,134193.0,662.48596
UniToyama_Atlantis,10.818333,5378597,134193.0,662.48596
FEM_long,31.1,5353915,55338.0,699.61224
FEM_long,2.605,219993,,577.84454
FEM_long,1.04,1102,102818.0,79.590355
MTBLS20,0.8,1102,102818.0,79.590355
RIKEN,0.14,1102,102818.0,79.590355
FEM_long,1.47,101561,,546.9497
FEM_long,1.3,1176,65146.0,511.01855
MTBLS20,0.9,1176,65146.0,511.01855
MTBLS20,1.0,1176,65146.0,511.01855
Cao_HILIC,7.16,1176,65146.0,511.01855
FEM_long,7.1,5641,86581.0,593.44794
FEM_short,21.06,4788,16622.0,816.49725
FEM_orbitrap_plasma,9.74,4788,16622.0,816.49725
UniToyama_Atlantis,16.235,4788,16622.0,816.49725
Qtof-PFEM,11.4,4788,16622.0,816.49725
INRA_QTOF,11.4,4788,16622.0,816.49725
FEM_short,19.35,4754,150283.0,673.08154
FEM_short,3.95,1032,25250.0,627.05585
LIFE_new,2.66345,9378,138284.0,592.12195
LIFE_old,1.54435,9378,138284.0,592.12195
RIKEN,1.18,9378,138284.0,592.12195
LIFE_new,2.23045,95433,26910.0,574.00024
LIFE_old,1.625783333,95433,26910.0,574.00024
MTBLS20,4.6,95433,26910.0,574.00024
LIFE_new,2.544616667,99823,26979.0,621.1101
LIFE_old,1.685466667,99823,26979.0,621.1101
LIFE_new,3.0216,96384,135263.0,634.62024
LIFE_new,1.6329,69362,26916.0,595.4424
LIFE_old,1.441,69362,26916.0,595.4424
MTBLS20,4.2,69362,26916.0,595.4424
LIFE_new,0.8577,91528,108820.0,572.7743
LIFE_old,1.015416667,91528,108820.0,572.7743
LIFE_new,2.920883333,1826,141897.0,626.7325
LIFE_old,1.61105,1826,141897.0,626.7325
MTBLS20,5.7,1826,141897.0,626.7325
RIKEN,1.27,1826,141897.0,626.7325
LIFE_new,4.474333333,10635,39441.0,1047.7775
LIFE_new,0.666383333,88299,72948.0,567.3336
LIFE_new,1.916766667,49,25548.0,633.2547
LIFE_old,1.446416667,49,25548.0,633.2547
LIFE_new,1.541883333,73146465,,91.495895
LIFE_old,1.367483333,73146465,,91.495895
LIFE_new,3.10075,98951,,584.5908
LIFE_old,1.735783333,98951,,584.5908
LIFE_new,0.828833333,85782,147147.0,638.65875
LIFE_new,0.90965,115166,,616.2384
LIFE_new,3.241816667,10455,139200.0,662.4697
LIFE_new,3.8099,4480653,51802.0,780.4044
LIFE_new,1.46105,11579,27032.0,588.0688
LIFE_old,1.391133333,11579,27032.0,588.0688
LIFE_new,5.5145,24778876,1482.0,1202.1499
LIFE_new,0.542866667,115244,101891.0,613.5143
MTBLS20,1.0,115244,101891.0,613.5143
MTBLS87,7.9,115244,101891.0,613.5143
Qtof-PFEM,1.03,115244,101891.0,613.5143
INRA_QTOF,1.03,115244,101891.0,613.5143
LIFE_new,4.322016667,6013,39422.0,916.66315
UFZ_Phenomenex,25.0,6013,39422.0,916.66315
UFZ_Phenomenex,25.0,6013,39422.0,916.66315
LIFE_new,0.467933333,1145,107563.0,589.687
MTBLS20,0.9,1145,107563.0,589.687
RIKEN,0.18,1145,107563.0,589.687
LIFE_new,3.920966667,127448,109779.0,746.3531
LIFE_new,1.270566667,69726,67393.0,595.8319
LIFE_old,1.28035,69726,67393.0,595.8319
MTBLS20,4.1,69726,67393.0,595.8319
MTBLS20,4.2,69726,67393.0,595.8319
LIFE_new,1.07905,69160,45758.0,596.3863
LIFE_new,3.420941667,53481645,69287.0,652.92053
MTBLS20,6.3,53481645,69287.0,652.92053
LIFE_new,1.254383333,68374,64247.0,582.17096
LIFE_new,4.079016667,123979,27504.0,699.1925
LIFE_new,1.44605,70639,75025.0,580.1561
LIFE_old,1.2835,70639,75025.0,580.1561
LIFE_new,0.498233333,237040,,87.73628
LIFE_new,0.792733333,408,130610.0,89.292946
LIFE_old,1.25775,408,130610.0,89.292946
LIFE_new,1.625783333,27476,49379.0,555.8172
LIFE_old,1.303733333,27476,49379.0,555.8172
MTBLS87,11.1,27476,49379.0,555.8172
LIFE_new,2.55745,4687,86986.0,588.3813
LIFE_old,1.449075,4687,86986.0,588.3813
RIKEN,1.15,4687,86986.0,588.3813
LIFE_new,0.523783333,6119,27418.0,85.57743
LIFE_new,3.694866667,75787,143287.0,693.13666
LIFE_old,2.413183333,75787,143287.0,693.13666
LIFE_new,3.405016667,91637,117585.0,599.4889
LIFE_new,0.619166667,71311249,,93.07403
LIFE_old,0.985766667,71311249,,93.07403
LIFE_new,3.059316667,348154,66057.0,642.9226
LIFE_old,1.685716667,348154,66057.0,642.9226
Qtof-PFEM,9.65,348154,66057.0,642.9226
INRA_QTOF,8.3,348154,66057.0,642.9226
LIFE_new,0.439783333,439283,27624.0,81.0293
LIFE_old,0.542783333,439283,27624.0,81.0293
LIFE_new,0.785883333,89,50310.0,570.0346
LIFE_old,1.03485,89,50310.0,570.0346
LIFE_new,3.4358,441,26686.0,579.6733
LIFE_old,1.780333333,441,26686.0,579.6733
LIFE_new,1.719166667,87,112756.0,587.20984
LIFE_new,1.549016667,83126,73480.0,579.93964
Waters ACQUITY UPLC with Synapt G1 Q-TOF,2.693383333,83126,73480.0,579.93964
LIFE_new,3.232033333,19266,,597.561
LIFE_old,1.707383333,19266,,597.561
LIFE_new,3.460016667,68138,86394.0,679.28375
LIFE_new,3.304133333,126,69371.0,654.38354
LIFE_old,1.912683333,126,69371.0,654.38354
MTBLS38,9.401414733,126,69371.0,654.38354
LIFE_new,2.190266667,151012,91359.0,546.7256
MTBLS20,4.9,151012,91359.0,546.7256
LIFE_new,1.182033333,92918,58175.0,108.3987
LIFE_old,1.27845,92918,58175.0,108.3987
LIFE_new,3.399616667,1864,85925.0,610.3917
LIFE_old,1.812533333,1864,85925.0,610.3917
LIFE_new,0.688333333,445404,68642.0,587.27264
LIFE_old,1.1733,445404,68642.0,587.27264
MTBLS38,5.750012442,445404,68642.0,587.27264
LIFE_new,0.530533333,75725,48907.0,88.13465
LIFE_old,0.7116,75725,48907.0,88.13465
LIFE_new,0.63825,87310,153730.0,98.00488
LIFE_new,0.4909,203,100445.0,616.96704
LIFE_new,0.44065,112072,102767.0,86.564026
LIFE_new,0.435925,6322,139243.0,89.20256
LIFE_old,0.56585,6322,139243.0,89.20256
LIFE_new,0.421283333,6322,139243.0,89.20256
LIFE_old,0.526816667,6322,139243.0,89.20256
IPB_Halle,0.412966667,6322,139243.0,89.20256
MTBLS20,0.9,6322,139243.0,89.20256
RIKEN,0.16,6322,139243.0,89.20256
Cao_HILIC,15.97,6322,139243.0,89.20256
OBSF,0.6,6322,139243.0,89.20256
OBSF,0.64,6322,139243.0,89.20256
LIFE_new,2.674383333,93078,98180.0,598.7367
LIFE_new,0.437233333,439224,42869.0,89.306725
RIKEN,0.16,439224,42869.0,89.306725
LIFE_new,4.514416667,2579,,863.05225
LIFE_old,3.995816667,2579,,863.05225
LIFE_new,0.458516667,23400779,,82.88089
LIFE_old,0.570683333,23400779,,82.88089
LIFE_new,4.606283333,10133,40397.0,1002.8355
LIFE_old,3.902433333,10133,40397.0,1002.8355
LIFE_new,4.620166667,10133,40397.0,1002.8355
LIFE_old,3.938633333,10133,40397.0,1002.8355
IPB_Halle,10.4909,10133,40397.0,1002.8355
MTBLS87,3.9,10133,40397.0,1002.8355
FEM_lipids,3.2,10133,40397.0,1002.8355
FEM_orbitrap_plasma,13.59,10133,40397.0,1002.8355
FEM_orbitrap_urine,16.34,10133,40397.0,1002.8355
LIFE_new,0.5271,15691192,,81.02755
LIFE_old,0.67575,15691192,,81.02755
LIFE_new,4.474333333,4462,149754.0,865.4426
LIFE_old,3.9242,4462,149754.0,865.4426
LIFE_new,0.532616667,6175,129127.0,90.73835
LIFE_old,0.748733333,6175,129127.0,90.73835
MTBLS38,3.223686452,6175,129127.0,90.73835
MTBLS38,3.334158002,6175,129127.0,90.73835
MTBLS87,9.1,6175,129127.0,90.73835
RIKEN,0.34,6175,129127.0,90.73835
Cao_HILIC,10.48,6175,129127.0,90.73835
LIFE_new,3.440183333,452306,98495.0,622.5111
LIFE_old,1.8705,452306,98495.0,622.5111
LIFE_new,0.483116667,6251,102735.0,580.43524
RIKEN,0.17,6251,102735.0,580.43524
LIFE_new,4.051966667,6674,40470.0,969.47943
LIFE_old,2.979983333,6674,40470.0,969.47943
LIFE_new,1.686283333,12665,46430.0,550.70135
LIFE_old,1.386733333,12665,46430.0,550.70135
LIFE_new,0.509633333,469,27622.0,86.18407
LIFE_old,0.65715,469,27622.0,86.18407
LIFE_new,0.711891667,681,129553.0,84.56495
LIFE_new,0.564433333,5816,121784.0,89.23497
LIFE_new,0.458516667,25203989,,539.0606
LIFE_old,0.5609,25203989,,539.0606
LIFE_new,0.475266667,33032,79637.0,83.65718
LIFE_old,0.577266667,33032,79637.0,83.65718
FEM_orbitrap_plasma,0.98,33032,79637.0,83.65718
Cao_HILIC,12.8,33032,79637.0,83.65718
LIFE_new,4.231983333,22833540,77676.0,837.09436
LIFE_old,3.464083333,22833540,77676.0,837.09436
FEM_orbitrap_plasma,11.79,22833540,77676.0,837.09436
FEM_orbitrap_urine,15.22,22833540,77676.0,837.09436
LIFE_new,4.236366667,23617285,55938.0,789.5347
LIFE_old,3.07335,23617285,55938.0,789.5347
FEM_orbitrap_plasma,10.18,23617285,55938.0,789.5347
LIFE_new,4.439183333,22833539,105302.0,845.2172
LIFE_old,3.464083333,22833539,105302.0,845.2172
FEM_orbitrap_plasma,12.03,22833539,105302.0,845.2172
FEM_orbitrap_urine,15.43,22833539,105302.0,845.2172
FEM_orbitrap_plasma,11.91,22833539,105302.0,845.2172
LIFE_new,4.611116667,115245,41181.0,911.3799
LIFE_old,3.558633333,115245,41181.0,911.3799
FEM_lipids,2.9,115245,41181.0,911.3799
FEM_orbitrap_plasma,14.18,115245,41181.0,911.3799
FEM_orbitrap_urine,16.57,115245,41181.0,911.3799
FEM_orbitrap_plasma,14.03,115245,41181.0,911.3799
LIFE_new,1.182033333,6802,66437.0,554.8145
LIFE_old,1.263916667,6802,66437.0,554.8145
MTBLS87,9.8,6802,66437.0,554.8145
RIKEN,1.08,6802,66437.0,554.8145
MTBLS36,6.319199828,6802,66437.0,554.8145
Cao_HILIC,10.6,6802,66437.0,554.8145
LIFE_new,0.468116667,107812,74679.0,82.33489
LIFE_old,0.576041667,107812,74679.0,82.33489
RIKEN,0.16,107812,74679.0,82.33489
LIFE_new,0.705516667,790,144883.0,544.7047
LIFE_old,0.882016667,790,144883.0,544.7047
MTBLS20,1.1,790,144883.0,544.7047
MTBLS87,7.6,790,144883.0,544.7047
MTBLS36,1.74647447,790,144883.0,544.7047
Cao_HILIC,7.88,790,144883.0,544.7047
OBSF,1.26,790,144883.0,544.7047
OBSF,1.55,790,144883.0,544.7047
LIFE_new,3.564516667,5370648,108825.0,648.6472
LIFE_old,2.12965,5370648,108825.0,648.6472
LIFE_new,2.923466667,258533,,623.5262
LIFE_old,1.69675,258533,,623.5262
LIFE_new,2.9454,4379663,,617.41406
LIFE_old,1.703566667,4379663,,617.41406
LIFE_new,0.905966667,6021,80877.0,537.28033
LIFE_old,1.263916667,6021,80877.0,537.28033
LIFE_new,0.927066667,6021,80877.0,537.28033
LIFE_old,0.846383333,6021,80877.0,537.28033
IPB_Halle,0.8391,6021,80877.0,537.28033
MTBLS87,8.2,6021,80877.0,537.28033
FEM_orbitrap_plasma,1.595,6021,80877.0,537.28033
Cao_HILIC,9.18,6021,80877.0,537.28033
LIFE_new,0.975716667,6306,27412.0,98.93328
LIFE_old,1.34885,6306,27412.0,98.93328
LIFE_new,0.971325,6306,27412.0,98.93328
LIFE_old,1.345233333,6306,27412.0,98.93328
IPB_Halle,0.794616667,6306,27412.0,98.93328
MTBLS87,8.6,6306,27412.0,98.93328
RIKEN,0.49,6306,27412.0,98.93328
MTBLS36,5.343194215,6306,27412.0,98.93328
Cao_HILIC,9.7,6306,27412.0,98.93328
OBSF,1.56,6306,27412.0,98.93328
OBSF,2.31,6306,27412.0,98.93328
LIFE_new,2.742783333,546304,130028.0,618.98956
MTBLS20,5.3,546304,130028.0,618.98956
MTBLS20,5.2,546304,130028.0,618.98956
LIFE_new,3.0295,3830,103849.0,96.860954
MPI_Symmetry,6.573883333,3830,103849.0,96.860954
Waters ACQUITY UPLC with Synapt G1 Q-TOF,0.909566667,3830,103849.0,96.860954
LIFE_new,0.456716667,10917,79850.0,570.3914
LIFE_new,0.456716667,10917,182576.0,570.3914
RIKEN,0.18,10917,79850.0,570.3914
RIKEN,0.18,10917,182576.0,570.3914
FEM_lipids,1.2,10917,79850.0,570.3914
FEM_lipids,1.2,10917,182576.0,570.3914
LIFE_new,0.4912,5862,57503.0,568.7412
LIFE_old,0.603116667,5862,57503.0,568.7412
Cao_HILIC,11.83,5862,57503.0,568.7412
OBSF,0.73,5862,57503.0,568.7412
LIFE_new,0.447316667,67678,101532.0,86.77988
LIFE_old,0.5459,67678,101532.0,86.77988
OBSF,0.63,67678,101532.0,86.77988
LIFE_new,0.403516667,5962,48056.0,86.91856
LIFE_old,0.509816667,5962,48056.0,86.91856
MTBLS20,0.8,5962,48056.0,86.91856
MTBLS20,0.9,5962,48056.0,86.91856
MTBLS38,1.2330942,5962,48056.0,86.91856
MTBLS87,23.3,5962,48056.0,86.91856
RIKEN,0.15,5962,48056.0,86.91856
FEM_orbitrap_plasma,0.9,5962,48056.0,86.91856
Cao_HILIC,15.9,5962,48056.0,86.91856
LIFE_new,0.414533333,6262,144670.0,90.01685
LIFE_old,0.516566667,6262,144670.0,90.01685
RIKEN,0.14,6262,144670.0,90.01685
Cao_HILIC,15.93,6262,144670.0,90.01685
LIFE_new,4.199133333,168381,32658.0,1311.4508
LIFE_old,3.37625,168381,32658.0,1311.4508
FEM_orbitrap_plasma,12.04,168381,32658.0,1311.4508
FEM_orbitrap_urine,15.42,168381,32658.0,1311.4508
LIFE_new,0.975716667,6106,52074.0,87.36073
LIFE_old,1.279783333,6106,52074.0,87.36073
LIFE_new,0.971325,6106,52074.0,87.36073
LIFE_old,1.345233333,6106,52074.0,87.36073
IPB_Halle,0.794616667,6106,52074.0,87.36073
RIKEN,0.53,6106,52074.0,87.36073
Cao_HILIC,9.5,6106,52074.0,87.36073
OBSF,2.53,6106,52074.0,87.36073
LIFE_new,0.703416667,6137,146701.0,87.9151
LIFE_old,0.927416667,6137,146701.0,87.9151
LIFE_new,0.646333333,6137,146701.0,87.9151
LIFE_old,0.781416667,6137,146701.0,87.9151
IPB_Halle,0.6432,6137,146701.0,87.9151
MTBLS20,1.1,6137,146701.0,87.9151
RIKEN,0.31,6137,146701.0,87.9151
OBSF,1.21,6137,146701.0,87.9151
LIFE_new,0.483783333,25203986,,520.3608
LIFE_old,0.585133333,25203986,,520.3608
LIFE_new,0.863283333,5255,44642.0,608.1995
LIFE_new,0.863283333,5255,157733.0,608.1995
LIFE_old,1.276366667,5255,44642.0,608.1995
LIFE_old,1.276366667,5255,157733.0,608.1995
LIFE_new,2.678266667,68310,135510.0,607.4373
LIFE_old,1.530783333,68310,135510.0,607.4373
LIFE_new,4.599633333,7348,,945.67725
LIFE_old,4.27295,7348,,945.67725
LIFE_new,3.785583333,13521047,,654.57837
LIFE_old,2.57615,13521047,,654.57837
LIFE_new,4.81385,5283387,32712.0,1294.0614
MTBLS19,7.156666667,5283387,32712.0,1294.0614
LIFE_new,4.508408333,53477789,,1355.0374
LIFE_old,4.0834,53477789,,1355.0374
FEM_orbitrap_plasma,15.3,53477789,,1355.0374
LIFE_new,0.588016667,967,46733.0,631.312
LIFE_old,0.718816667,967,46733.0,631.312
LIFE_new,1.2034,2148,76023.0,92.159294
LIFE_old,1.2945,2148,76023.0,92.159294
RIKEN,0.93,2148,76023.0,92.159294
Cao_HILIC,5.67,2148,76023.0,92.159294
Waters ACQUITY UPLC with Synapt G1 Q-TOF,3.688066667,2148,76023.0,92.159294
LIFE_new,3.8101,1256,136.0,857.8124
LIFE_new,2.017266667,13306588,,551.0111
LIFE_old,1.42855,13306588,,551.0111
LIFE_new,3.3805,68144,93444.0,605.72375
RIKEN,1.36,68144,93444.0,605.72375
LIFE_new,0.498,6140,88816.0,558.04193
LIFE_old,0.631966667,6140,88816.0,558.04193
LIFE_new,1.587016667,6140,88816.0,558.04193
LIFE_old,1.403,6140,88816.0,558.04193
IPB_Halle,1.311366667,6140,88816.0,558.04193
MTBLS20,4.4,6140,88816.0,558.04193
RIKEN,1.09,6140,88816.0,558.04193
MPI_Symmetry,2.271133333,6140,88816.0,558.04193
Cao_HILIC,9.43,6140,88816.0,558.04193
OBSF,4.45,6140,88816.0,558.04193
LIFE_new,0.6204,849,122784.0,524.8082
MTBLS36,2.791738489,849,122784.0,524.8082
LIFE_new,2.805766667,53909278,,620.76324
LIFE_new,2.314133333,14274616,127329.0,580.0369
LIFE_old,1.42835,14274616,127329.0,580.0369
LIFE_new,2.609316667,12473,136790.0,558.7492
LIFE_new,2.864083333,7124,67303.0,657.1947
LIFE_old,1.68315,7124,67303.0,657.1947
Cao_HILIC,1.9,7124,67303.0,657.1947
LIFE_new,0.4684,1088,62188.0,581.3243
LIFE_old,0.573933333,1088,62188.0,581.3243
RIKEN,0.16,1088,62188.0,581.3243
LIFE_new,0.5045,5988,135326.0,568.4938
LIFE_old,0.661333333,5988,135326.0,568.4938
MTBLS39,2.52103908,5988,135326.0,568.4938
RIKEN,0.22,5988,135326.0,568.4938
MTBLS36,1.910173279,5988,135326.0,568.4938
MTBLS36,2.274407403,5988,135326.0,568.4938
MTBLS36,1.767206776,5988,135326.0,568.4938
MTBLS36,1.869518706,5988,135326.0,568.4938
LIFE_new,3.243233333,45040443,62348.0,579.0357
LIFE_new,4.458375,2733768,41198.0,717.4493
LIFE_old,3.329583333,2733768,41198.0,717.4493
FEM_lipids,1.6,2733768,41198.0,717.4493
FEM_orbitrap_urine,14.09,2733768,41198.0,717.4493
FEM_orbitrap_plasma,10.8,2733768,41198.0,717.4493
LIFE_new,0.475266667,6288,141805.0,87.55522
LIFE_old,0.57355,6288,141805.0,87.55522
MTBLS87,11.7,6288,141805.0,87.55522
RIKEN,0.17,6288,141805.0,87.55522
FEM_orbitrap_plasma,0.995,6288,141805.0,87.55522
Cao_HILIC,12.5,6288,141805.0,87.55522
OBSF,0.66,6288,141805.0,87.55522
LIFE_new,3.5286,637541,139373.0,728.6509
MTBLS38,9.540890975,637541,139373.0,728.6509
FEM_orbitrap_plasma,7.23,637541,139373.0,728.6509
FEM_orbitrap_urine,8.16,637541,139373.0,728.6509
LIFE_new,0.47875,5810,148712.0,91.110535
LIFE_old,0.576516667,5810,148712.0,91.110535
RIKEN,0.17,5810,148712.0,91.110535
Cao_HILIC,12.13,5810,148712.0,91.110535
LIFE_new,2.6512,1150,52651.0,560.682
LIFE_old,1.527833333,1150,52651.0,560.682
MTBLS20,5.7,1150,52651.0,560.682
