system,rt_exper,Pubchem,cmm_id,rt_pred
RIKEN,1.22,1150,52651.0,560.682
FEM_orbitrap_plasma,4.8,1150,52651.0,560.682
Cao_HILIC,9.86,1150,52651.0,560.682
LIFE_new,2.39625,6305,45495.0,565.6082
LIFE_old,1.452666667,6305,45495.0,565.6082
LIFE_new,2.424916667,6305,45495.0,565.6082
LIFE_old,1.4865,6305,45495.0,565.6082
IPB_Halle,2.529816667,6305,45495.0,565.6082
RIKEN,1.16,6305,45495.0,565.6082
FEM_orbitrap_plasma,4.51,6305,45495.0,565.6082
FEM_orbitrap_urine,4.7,6305,45495.0,565.6082
FEM_orbitrap_plasma,4.305,6305,45495.0,565.6082
MPI_Symmetry,4.0662,6305,45495.0,565.6082
Cao_HILIC,10.1,6305,45495.0,565.6082
OBSF,5.45,6305,45495.0,565.6082
LIFE_new,0.778566667,6057,92213.0,89.894295
LIFE_old,1.056533333,6057,92213.0,89.894295
LIFE_new,0.660766667,6057,92213.0,89.894295
LIFE_old,0.79035,6057,92213.0,89.894295
IPB_Halle,0.71555,6057,92213.0,89.894295
MTBLS20,1.1,6057,92213.0,89.894295
RIKEN,0.61,6057,92213.0,89.894295
FEM_orbitrap_plasma,1.57,6057,92213.0,89.894295
FEM_orbitrap_urine,1.57,6057,92213.0,89.894295
Cao_HILIC,11.2,6057,92213.0,89.894295
OBSF,1.64,6057,92213.0,89.894295
OBSF,2.08,6057,92213.0,89.894295
OBSF,2.17,6057,92213.0,89.894295
LIFE_new,0.767633333,6029,94288.0,554.4126
LIFE_old,1.15695,6029,94288.0,554.4126
LIFE_new,0.730941667,6029,94288.0,554.4126
LIFE_old,0.785016667,6029,94288.0,554.4126
IPB_Halle,0.704316667,6029,94288.0,554.4126
MTBLS38,5.6226106,6029,94288.0,554.4126
MTBLS38,5.665553308,6029,94288.0,554.4126
MTBLS87,7.1,6029,94288.0,554.4126
RIKEN,0.66,6029,94288.0,554.4126
FEM_orbitrap_plasma,1.39,6029,94288.0,554.4126
MTBLS36,5.788483216,6029,94288.0,554.4126
OBSF,2.2,6029,94288.0,554.4126
LIFE_new,0.5456,6287,79802.0,95.30223
LIFE_old,0.797933333,6287,79802.0,95.30223
RIKEN,0.25,6287,79802.0,95.30223
Cao_HILIC,10.5,6287,79802.0,95.30223
OBSF,0.69,6287,79802.0,95.30223
LIFE_new,0.742766667,15047,86009.0,598.3196
LIFE_old,1.15885,15047,86009.0,598.3196
LIFE_new,4.3396,53477753,100407.0,734.6821
LIFE_old,1.3994,11266,26685.0,562.4386
LIFE_old,4.947716667,24779527,3027.0,1158.4275
LIFE_old,1.61285,150996,27173.0,615.46545
LIFE_old,1.864616667,47,149236.0,695.2504
MTBLS38,9.234793548,47,149236.0,695.2504
RIKEN,1.21,47,149236.0,695.2504
LIFE_old,1.990483333,70,45112.0,684.54144
MTBLS20,5.7,70,45112.0,684.54144
MTBLS38,9.391020212,70,45112.0,684.54144
MTBLS36,9.462418341,70,45112.0,684.54144
LIFE_old,1.619033333,74563,27030.0,611.9735
LIFE_old,4.33025,3080558,108440.0,1058.1504
LIFE_old,1.510833333,160471,26912.0,605.5572
LIFE_old,0.641,5100832,,646.24036
LIFE_old,1.39605,11671,26926.0,553.83307
LIFE_old,1.39625,440873,105352.0,587.20984
LIFE_old,3.188416667,108054,,637.2747
LIFE_old,0.595691667,847,79416.0,82.946724
LIFE_old,1.072966667,10413,26687.0,564.01404
LIFE_old,4.2542,11005824,2949.0,1168.5812
MTBLS20,11.2,11005824,2949.0,1168.5812
LIFE_old,4.0197,11757087,2957.0,1025.8009
LIFE_old,5.616425,52923375,2324.0,1207.474
LIFE_old,4.521358333,46907872,,1038.4042
LIFE_old,4.658433333,9985914,,1177.6552
LIFE_old,1.352083333,107738,32701.0,729.065
MTBLS20,3.6,107738,32701.0,729.065
MTBLS87,7.2,107738,32701.0,729.065
FEM_orbitrap_plasma,1.83,107738,32701.0,729.065
LIFE_old,1.79755,45359405,,639.09033
LIFE_old,1.8597,3634567,,641.90967
LIFE_old,1.751366667,927723,,599.17847
LIFE_old,2.31205,10443165,,697.8458
LIFE_old,1.5743,152416,84725.0,588.60126
LIFE_old,0.906058333,5058636,130953.0,580.2706
LIFE_old,0.599966667,9899628,,586.7586
LIFE_old,0.600266667,6992367,,581.496
LIFE_old,0.600066667,70678895,,587.61163
LIFE_old,0.599783333,3549397,75566.0,581.0894
LIFE_old,0.88355,10263843,,575.94336
LIFE_old,1.713083333,10105785,,610.6733
LIFE_old,1.498383333,10263169,,605.8704
LIFE_old,2.387666667,139766,,697.96765
LIFE_old,1.321983333,6992567,135126.0,584.4244
LIFE_old,0.599966667,14304554,47942.0,579.789
LIFE_old,0.599983333,3328705,122962.0,579.77386
LIFE_old,0.599883333,81640562,,574.10956
LIFE_old,1.82585,22799706,,595.63354
LIFE_old,1.89025,152417,,598.87384
LIFE_old,1.53665,6992643,,596.40686
LIFE_old,3.044966667,440707,39509.0,824.2409
LIFE_old,0.579916667,22880,123675.0,88.63771
LIFE_old,1.346,68499,62538.0,89.425606
LIFE_old,2.65145,5755,39577.0,694.6967
UFZ_Phenomenex,22.8,5755,39577.0,694.6967
UFZ_Phenomenex,22.8,5755,39577.0,694.6967
Eawag_XBridgeC18,8.0,5755,39577.0,694.6967
LIFE_old,1.428166667,9815971,,555.1625
LIFE_old,0.600066667,18218237,104897.0,89.584404
LIFE_old,1.62985,4096934,76035.0,641.26434
IPB_Halle,3.0,4096934,76035.0,641.26434
Waters ACQUITY UPLC with Synapt G1 Q-TOF,9.39375,4096934,76035.0,641.26434
LIFE_old,1.700533333,144746,51594.0,623.5629
IPB_Halle,3.3,144746,51594.0,623.5629
Waters ACQUITY UPLC with Synapt G1 Q-TOF,9.39375,144746,51594.0,623.5629
LIFE_old,0.641,403,71603.0,84.19678
MTBLS20,1.1,403,71603.0,84.19678
RIKEN,0.2,403,71603.0,84.19678
LIFE_old,3.837358333,53477716,41203.0,792.4127
FEM_orbitrap_plasma,12.57,53477716,41203.0,792.4127
FEM_orbitrap_urine,15.88,53477716,41203.0,792.4127
LIFE_new,0.469533333,1123,110433.0,83.25324
LIFE_old,0.556466667,1123,110433.0,83.25324
IPB_Halle,0.446016667,1123,110433.0,83.25324
RIKEN,0.16,1123,110433.0,83.25324
Cao_HILIC,12.64,1123,110433.0,83.25324
OBSF,0.65,1123,110433.0,83.25324
OBSF,0.68,1123,110433.0,83.25324
LIFE_new,0.469533333,9750,113812.0,92.22956
LIFE_old,0.5747,9750,113812.0,92.22956
IPB_Halle,0.45725,9750,113812.0,92.22956
MTBLS87,13.0,9750,113812.0,92.22956
RIKEN,0.18,9750,113812.0,92.22956
OBSF,0.7,9750,113812.0,92.22956
LIFE_new,0.538416667,190,79695.0,547.6605
LIFE_old,0.684983333,190,79695.0,547.6605
IPB_Halle,0.525266667,190,79695.0,547.6605
MTBLS87,6.6,190,79695.0,547.6605
RIKEN,0.32,190,79695.0,547.6605
Cao_HILIC,8.22,190,79695.0,547.6605
OBSF,0.78,190,79695.0,547.6605
FEM_long,2.33,190,79695.0,547.6605
LIFE_new,0.560933333,54670067,100198.0,644.59766
RIKEN,1.15,54670067,100198.0,644.59766
LIFE_new,0.730941667,7405,104759.0,592.48035
LIFE_old,0.83595,7405,104759.0,592.48035
IPB_Halle,0.687466667,7405,104759.0,592.48035
MTBLS20,1.1,7405,104759.0,592.48035
MTBLS20,1.7,7405,104759.0,592.48035
RIKEN,0.41,7405,104759.0,592.48035
FEM_orbitrap_plasma,1.375,7405,104759.0,592.48035
MTBLS36,4.715048448,7405,104759.0,592.48035
LIFE_new,0.857133333,60961,111256.0,90.8438
LIFE_old,1.341616667,60961,111256.0,90.8438
IPB_Halle,0.755466667,60961,111256.0,90.8438
MTBLS20,1.1,60961,111256.0,90.8438
MTBLS87,6.2,60961,111256.0,90.8438
RIKEN,1.06,60961,111256.0,90.8438
FEM_orbitrap_plasma,1.46,60961,111256.0,90.8438
MTBLS36,6.013959622,60961,111256.0,90.8438
MPI_Symmetry,1.524358333,60961,111256.0,90.8438
Cao_HILIC,7.78,60961,111256.0,90.8438
LIFE_new,0.539366667,487,27635.0,573.67896
LIFE_old,1.266666667,487,27635.0,573.67896
IPB_Halle,0.733066667,487,27635.0,573.67896
RIKEN,0.54,487,27635.0,573.67896
LIFE_new,3.200966667,689043,43450.0,687.10095
LIFE_old,1.704675,689043,43450.0,687.10095
IPB_Halle,3.493666667,689043,43450.0,687.10095
RIKEN,1.3,689043,43450.0,687.10095
PFR-TK72,3.86,689043,43450.0,687.10095
Qtof-PFEM,8.5,689043,43450.0,687.10095
INRA_QTOF,8.5,689043,43450.0,687.10095
LIFE_new,0.86075,999,81281.0,715.5581
LIFE_old,1.192816667,999,81281.0,715.5581
IPB_Halle,3.595966667,999,81281.0,715.5581
LIFE_new,3.16515,385,27578.0,585.3297
LIFE_old,1.716966667,385,27578.0,585.3297
IPB_Halle,3.472433333,385,27578.0,585.3297
LIFE_new,3.4909,643327,76595.0,679.89325
LIFE_old,2.07815,643327,76595.0,679.89325
IPB_Halle,4.370816667,643327,76595.0,679.89325
RIKEN,1.42,643327,76595.0,679.89325
LIFE_new,3.626366667,2266,27581.0,704.9926
LIFE_old,2.261216667,2266,27581.0,704.9926
IPB_Halle,5.3534,2266,27581.0,704.9926
MTBLS36,9.611154139,2266,27581.0,704.9926
LIFE_new,3.86625,5754,39507.0,723.08844
LIFE_old,2.63095,5754,39507.0,723.08844
IPB_Halle,6.5559,5754,39507.0,723.08844
LIFE_new,4.26145,6675,41189.0,671.5299
LIFE_old,2.8466,6675,41189.0,671.5299
IPB_Halle,7.565633333,6675,41189.0,671.5299
FEM_lipids,1.4,6675,41189.0,671.5299
MTBLS17,3.081666667,6675,41189.0,671.5299
LIFE_new,4.2433,10140,41174.0,789.5347
LIFE_old,3.050483333,10140,41174.0,789.5347
IPB_Halle,7.919366667,10140,41174.0,789.5347
MTBLS20,7.7,10140,41174.0,789.5347
MTBLS20,7.5,10140,41174.0,789.5347
MTBLS20,8.4,10140,41174.0,789.5347
MTBLS20,8.5,10140,41174.0,789.5347
FEM_lipids,1.6,10140,41174.0,789.5347
MTBLS17,3.363333333,10140,41174.0,789.5347
MTBLS19,4.296666667,10140,41174.0,789.5347
LIFE_new,4.456666667,221493,40366.0,951.40796
LIFE_new,4.456666667,221493,142267.0,951.40796
LIFE_old,3.399883333,221493,40366.0,951.40796
LIFE_old,3.399883333,221493,142267.0,951.40796
IPB_Halle,8.94125,221493,40366.0,951.40796
IPB_Halle,8.94125,221493,142267.0,951.40796
MTBLS20,9.2,221493,40366.0,951.40796
MTBLS20,9.2,221493,142267.0,951.40796
FEM_lipids,2.2,221493,40366.0,951.40796
FEM_lipids,2.2,221493,142267.0,951.40796
FEM_orbitrap_plasma,11.56,221493,40366.0,951.40796
FEM_orbitrap_plasma,11.56,221493,142267.0,951.40796
FEM_orbitrap_urine,14.98,221493,40366.0,951.40796
FEM_orbitrap_urine,14.98,221493,142267.0,951.40796
FEM_orbitrap_plasma,11.45,221493,40366.0,951.40796
FEM_orbitrap_plasma,11.45,221493,142267.0,951.40796
UFZ_Phenomenex,26.6,221493,40366.0,951.40796
UFZ_Phenomenex,26.6,221493,142267.0,951.40796
UFZ_Phenomenex,26.6,221493,40366.0,951.40796
UFZ_Phenomenex,26.6,221493,142267.0,951.40796
LIFE_new,4.620166667,222528,40405.0,1041.4225
LIFE_old,3.938633333,222528,40405.0,1041.4225
IPB_Halle,10.7043,222528,40405.0,1041.4225
FEM_lipids,3.5,222528,40405.0,1041.4225
FEM_orbitrap_plasma,13.83,222528,40405.0,1041.4225
FEM_orbitrap_urine,16.44,222528,40405.0,1041.4225
LIFE_new,4.697783333,86554,,1118.2717
LIFE_old,4.401758333,86554,,1118.2717
IPB_Halle,11.598,86554,,1118.2717
MTBLS4,6.89,86554,,1118.2717
LIFE_new,4.719916667,5280634,156653.0,1106.8375
LIFE_old,4.504308333,5280634,156653.0,1106.8375
IPB_Halle,11.9967,5280634,156653.0,1106.8375
LIFE_new,3.844783333,222786,39513.0,761.30383
LIFE_old,2.606833333,222786,39513.0,761.30383
IPB_Halle,6.606466667,222786,39513.0,761.30383
UFZ_Phenomenex,22.8,222786,39513.0,761.30383
UFZ_Phenomenex,22.8,222786,39513.0,761.30383
LIFE_new,0.506216667,145742,137409.0,91.77431
LIFE_old,0.626483333,145742,137409.0,91.77431
IPB_Halle,0.481516667,145742,137409.0,91.77431
MTBLS20,1.1,145742,137409.0,91.77431
RIKEN,0.19,145742,137409.0,91.77431
Cao_HILIC,10.4,145742,137409.0,91.77431
LIFE_new,0.424883333,92105,91162.0,85.21355
LIFE_old,0.531383333,92105,91162.0,85.21355
IPB_Halle,0.407366667,92105,91162.0,85.21355
LIFE_new,0.467266667,588,104773.0,87.39862
LIFE_old,0.572416667,588,104773.0,87.39862
MTBLS20,0.9,588,104773.0,87.39862
MTBLS87,6.9,588,104773.0,87.39862
RIKEN,0.19,588,104773.0,87.39862
FEM_orbitrap_plasma,1.06,588,104773.0,87.39862
FEM_orbitrap_urine,1.05,588,104773.0,87.39862
UFZ_Phenomenex,2.2,588,104773.0,87.39862
UFZ_Phenomenex,2.2,588,104773.0,87.39862
Cao_HILIC,9.87,588,104773.0,87.39862
OBSF,0.7,588,104773.0,87.39862
LIFE_new,0.469533333,673,43122.0,537.1457
LIFE_old,0.572416667,673,43122.0,537.1457
LIFE_new,1.193016667,5325923,94328.0,622.32684
LIFE_old,1.376683333,5325923,94328.0,622.32684
MTBLS20,1.0,288,,570.3914
MTBLS20,0.9,288,,570.3914
MTBLS20,6.3,149048,97067.0,608.65045
MTBLS20,1.1,25200477,,84.63502
MTBLS20,0.9,25200477,,84.63502
MTBLS20,1.1,7045767,,688.10956
MTBLS20,1.5,7045767,,688.10956
MTBLS20,1.1,122356,84602.0,83.36749
RIKEN,0.23,122356,84602.0,83.36749
MTBLS20,3.0,18189,84647.0,561.72174
MTBLS20,3.1,18189,84647.0,561.72174
MTBLS20,1.9,18189,84647.0,561.72174
MTBLS20,1.1,18189,84647.0,561.72174
MTBLS20,1.1,6993386,,86.5526
MTBLS20,0.9,305,117801.0,573.40283
MTBLS20,0.8,305,117801.0,573.40283
RIKEN,0.17,305,117801.0,573.40283
MTBLS20,1.1,597,47244.0,96.90689
MTBLS38,1.621533715,597,47244.0,96.90689
RIKEN,0.19,597,47244.0,96.90689
Cao_HILIC,10.41,597,47244.0,96.90689
OBSF,0.72,597,47244.0,96.90689
MTBLS20,1.1,649,55457.0,715.7303
RIKEN,0.2,649,55457.0,715.7303
MTBLS20,6.7,97479,111432.0,608.22455
MTBLS20,5.8,5146,142911.0,581.14233
MTBLS20,0.9,4068592,,80.914024
MTBLS87,12.1,4068592,,80.914024
MTBLS20,6.1,70912,112349.0,637.4216
MTBLS20,5.9,70912,112349.0,637.4216
MTBLS20,0.9,6992086,,83.73449
MTBLS20,5.8,92258,128061.0,596.0386
MTBLS20,6.0,92258,128061.0,596.0386
MTBLS20,5.9,92258,128061.0,596.0386
MTBLS20,5.2,6441567,44141.0,591.08673
RIKEN,1.18,6441567,44141.0,591.08673
MTBLS20,5.1,102,53687.0,599.3453
MTBLS20,4.1,10855600,49038.0,586.478
MTBLS20,5.1,450272,125452.0,623.2594
MTBLS20,5.2,450272,125452.0,623.2594
MTBLS20,4.3,64959,64124.0,565.0898
MTBLS20,4.6,107461,99004.0,543.1101
MTBLS20,1.1,59366488,,97.3999
MTBLS38,1.726704248,59366488,,97.3999
MTBLS87,12.2,59366488,,97.3999
MTBLS20,4.4,3035422,131885.0,576.76385
MTBLS20,4.2,80220,74607.0,575.4721
MTBLS20,4.3,80220,74607.0,575.4721
MTBLS20,1.1,440899,64369.0,581.1235
MTBLS20,6.5,99463,48574.0,618.5804
MTBLS20,6.6,99463,48574.0,618.5804
MTBLS20,5.2,5699,81859.0,591.62244
Cao_HILIC,9.54,5699,81859.0,591.62244
MTBLS20,0.8,6274,69065.0,179.75786
MTBLS87,12.0,6274,69065.0,179.75786
RIKEN,0.15,6274,69065.0,179.75786
FEM_orbitrap_plasma,0.9,6274,69065.0,179.75786
Cao_HILIC,15.65,6274,69065.0,179.75786
OBSF,0.6,6274,69065.0,179.75786
MTBLS20,2.3,6919633,,581.30347
MTBLS20,2.2,6919633,,581.30347
MTBLS20,7.6,5192,27535.0,753.39197
RIKEN,1.58,5192,27535.0,753.39197
MTBLS20,5.5,3845,131969.0,656.57477
MTBLS20,5.4,3845,131969.0,656.57477
RIKEN,1.19,3845,131969.0,656.57477
MTBLS20,1.1,107963,,86.08234
MTBLS20,6.1,450268,86218.0,572.0148
FEM_orbitrap_urine,3.92,450268,86218.0,572.0148
MTBLS20,5.0,91611,53275.0,589.6163
Waters ACQUITY UPLC with Synapt G1 Q-TOF,2.693383333,91611,53275.0,589.6163
MTBLS20,4.7,70346,71867.0,588.5127
Waters ACQUITY UPLC with Synapt G1 Q-TOF,2.693383333,70346,71867.0,588.5127
MTBLS20,1.9,854019,,89.292946
MTBLS20,2.0,854019,,89.292946
UFZ_Phenomenex,2.6,854019,,89.292946
UFZ_Phenomenex,2.6,854019,,89.292946
MTBLS20,6.6,6426853,32666.0,1022.4582
MTBLS87,4.8,6426853,32666.0,1022.4582
MTBLS20,6.1,136574,75081.0,923.9236
MTBLS20,6.7,19872,124458.0,719.8223
MTBLS20,4.7,443992,159803.0,601.24585
MTBLS20,4.1,443992,159803.0,601.24585
MTBLS20,7.0,709625,93111.0,676.0794
MTBLS20,6.6,74839,124331.0,637.57135
MTBLS20,4.5,10353049,87031.0,568.0333
MTBLS20,4.7,1021,91087.0,534.12744
MTBLS20,5.0,439829,32650.0,798.751
MTBLS87,6.2,439829,32650.0,798.751
FEM_orbitrap_plasma,3.73,439829,32650.0,798.751
FEM_orbitrap_urine,3.76,439829,32650.0,798.751
MTBLS20,1.0,5789,94459.0,572.1576
MTBLS20,1.1,5789,94459.0,572.1576
RIKEN,1.11,5789,94459.0,572.1576
Cao_HILIC,4.41,5789,94459.0,572.1576
OBSF,6.64,5789,94459.0,572.1576
OBSF,4.58,5789,94459.0,572.1576
MTBLS20,4.8,20849086,104347.0,568.64844
MTBLS20,8.6,114833,41083.0,682.77594
MTBLS20,1.1,9903482,,89.97272
MTBLS20,7.3,71464472,,1066.8207
MTBLS20,7.9,123701,,1180.6141
MTBLS20,7.5,123701,,1180.6141
MTBLS20,4.8,128145,113611.0,705.5869
MTBLS20,4.9,128145,113611.0,705.5869
MTBLS20,8.1,53481660,32678.0,1215.1008
MTBLS20,6.1,25200879,108886.0,596.5617
MTBLS20,9.0,10245190,32655.0,1237.8644
MTBLS87,4.2,10245190,32655.0,1237.8644
FEM_orbitrap_plasma,10.57,10245190,32655.0,1237.8644
FEM_orbitrap_urine,13.6,10245190,32655.0,1237.8644
MTBLS20,4.5,11324809,55143.0,96.5425
MTBLS20,1.0,6076,114500.0,84.67876
MTBLS87,7.1,6076,114500.0,84.67876
MTBLS20,5.7,493570,139336.0,642.13556
Cao_HILIC,7.85,493570,139336.0,642.13556
OBSF,7.22,493570,139336.0,642.13556
MTBLS20,0.8,6923516,,707.10205
MTBLS20,5.7,445395,,600.59595
MTBLS20,7.9,108192,41082.0,680.65155
MTBLS20,1.8,88064,83226.0,612.15845
MTBLS20,4.9,1983,73414.0,90.95447
RIKEN,1.15,1983,73414.0,90.95447
UFZ_Phenomenex,9.0,1983,73414.0,90.95447
UFZ_Phenomenex,9.0,1983,73414.0,90.95447
Eawag_XBridgeC18,2.2,1983,73414.0,90.95447
MTBLS20,1.0,59098743,,85.02012
MTBLS87,12.1,59098743,,85.02012
MTBLS20,5.6,6723,88910.0,546.98
MTBLS20,2.4,517543,,647.6782
MTBLS20,2.5,517543,,647.6782
MTBLS20,6.5,10253,51325.0,589.3637
MTBLS20,1.0,517030,,87.02347
MTBLS20,6.7,736186,106202.0,710.1167
FEM_orbitrap_urine,8.31,736186,106202.0,710.1167
MTBLS20,5.3,71296139,32683.0,701.95465
MTBLS20,7.6,75318,89260.0,799.293
UFZ_Phenomenex,19.9,75318,89260.0,799.293
UFZ_Phenomenex,19.9,75318,89260.0,799.293
MTBLS20,1.1,6419710,,609.654
MTBLS20,1.1,65065,58334.0,581.54944
MTBLS87,12.5,65065,58334.0,581.54944
RIKEN,0.31,65065,58334.0,581.54944
MTBLS20,1.0,65040,49151.0,569.34485
RIKEN,0.25,65040,49151.0,569.34485
MTBLS20,1.1,7045798,,692.8278
MTBLS20,5.8,903,73509.0,608.4038
MTBLS20,0.9,10690,79583.0,614.791
MTBLS39,2.373776772,10690,79583.0,614.791
MTBLS87,11.4,10690,79583.0,614.791
RIKEN,0.17,10690,79583.0,614.791
MTBLS36,1.606976671,10690,79583.0,614.791
MTBLS20,4.2,83944,55076.0,607.59406
MTBLS20,11.7,657272,,606.94196
MTBLS20,12.0,16081932,2947.0,1192.8455
MTBLS20,0.9,5460005,,91.18665
MTBLS20,5.5,1794427,62035.0,619.1011
MTBLS36,9.089816471,1794427,62035.0,619.1011
PFR-TK72,3.21,1794427,62035.0,619.1011
Qtof-PFEM,8.02,1794427,62035.0,619.1011
INRA_QTOF,8.02,1794427,62035.0,619.1011
MTBLS20,0.9,496,98779.0,80.59791
MTBLS20,6.3,12328,42865.0,623.197
MTBLS20,4.8,92919,102860.0,576.1839
MTBLS87,6.0,92919,102860.0,576.1839
MTBLS20,6.0,12681,110688.0,625.61206
MTBLS20,0.9,5951,73533.0,551.899
RIKEN,0.16,5951,73533.0,551.899
FEM_orbitrap_plasma,1.02,5951,73533.0,551.899
Cao_HILIC,13.25,5951,73533.0,551.899
OBSF,0.65,5951,73533.0,551.899
MTBLS20,9.6,6166,39510.0,917.25507
MTBLS20,0.9,4546993,,88.54099
MTBLS38,8.977786457,72277,11454.0,628.7042
MTBLS38,8.975471215,72277,11454.0,628.7042
FEM_orbitrap_plasma,4.86,72277,11454.0,628.7042
MTBLS38,1.738150935,24250,,90.17299
MTBLS38,9.71275895,90448,,698.9182
MTBLS38,5.503119585,5460178,,89.88927
MTBLS38,9.173093753,98112,,594.419
MTBLS38,5.542750173,7419,78662.0,575.3849
Waters ACQUITY UPLC with Synapt G1 Q-TOF,1.673583333,7419,78662.0,575.3849
MTBLS38,5.611674903,41211,45515.0,87.55132
MTBLS38,5.539409362,41211,45515.0,87.55132
RIKEN,0.64,41211,45515.0,87.55132
MTBLS38,3.024047085,25200642,,82.59486
MTBLS38,3.117193933,25200642,,82.59486
MTBLS38,9.103957598,3702506,,646.063
MTBLS38,9.122068967,3702506,,646.063
MTBLS36,9.876777655,3702506,,646.063
MTBLS38,8.319762438,439176,80805.0,576.2958
RIKEN,1.14,439176,80805.0,576.2958
MTBLS38,8.568337267,14860,,687.5404
MTBLS38,8.911835105,6440982,156642.0,599.77155
RIKEN,1.16,6440982,156642.0,599.77155
MTBLS38,1.627090811,204,135069.0,613.7585
MTBLS36,1.755062178,204,135069.0,613.7585
OBSF,0.76,204,135069.0,613.7585
MTBLS38,9.209074365,171548,79503.0,623.814
MTBLS38,9.213071607,171548,79503.0,623.814
MTBLS87,6.2,171548,79503.0,623.814
MTBLS38,1.54658922,25244873,,87.885025
MTBLS38,1.515561395,94154,,573.499
MTBLS38,0.938,94154,,573.499
MTBLS38,10.93764391,73174,157414.0,890.7868
MTBLS38,1.72842176,126041,162230.0,85.16427
MTBLS38,1.749909158,126041,162230.0,85.16427
MTBLS38,1.718695783,6992372,,577.4984
MTBLS38,1.62302365,6992372,,577.4984
MTBLS38,1.259120688,99558,132339.0,90.00692
MTBLS38,10.57749637,5281929,28001.0,787.64594
RIKEN,1.93,5281929,28001.0,787.64594
MTBLS38,1.733859765,25246272,,81.52062
MTBLS87,10.2,25246272,,81.52062
MTBLS38,7.135009675,1923,157962.0,649.03094
MTBLS38,7.573337523,449093,115061.0,567.4679
RIKEN,1.11,449093,115061.0,567.4679
MTBLS38,10.28015295,7204,162014.0,867.9017
Eawag_XBridgeC18,9.5,7204,162014.0,867.9017
MTBLS38,12.39695199,439885,27842.0,1049.2535
MTBLS38,9.312714043,7420,90064.0,647.6152
MTBLS38,1.545718778,94780,,577.0337
MTBLS38,1.492023434,65246,146991.0,560.0091
MTBLS38,1.729429138,5460026,,569.6324
MTBLS39,14.4414703,441667,123383.0,670.1622
RIKEN,1.19,441667,123383.0,670.1622
MTBLS39,12.53230903,443650,98361.0,642.8671
RIKEN,1.16,443650,98361.0,642.8671
MTBLS39,17.1697835,443654,63638.0,661.1783
RIKEN,1.27,443654,63638.0,661.1783
MTBLS39,19.75582401,119258,102806.0,705.6263
MTBLS39,19.97202434,5274585,,657.8285
MTBLS39,2.718607767,222656,48252.0,508.18765
RIKEN,0.23,222656,48252.0,508.18765
MTBLS39,2.524475427,447315,151125.0,530.0299
MTBLS39,3.044537447,124886,129241.0,505.2042
RIKEN,0.95,124886,129241.0,505.2042
OBSF,0.72,124886,129241.0,505.2042
OBSF,0.69,124886,129241.0,505.2042
MTBLS39,6.271645922,73160,160775.0,701.0498
MTBLS39,3.526303105,124021,155310.0,606.4277
MTBLS39,2.399425637,439357,69663.0,584.644
MTBLS39,2.399425637,439357,162735.0,577.0337
MTBLS87,7.1,96373,123628.0,566.18243
MTBLS87,9.2,64960,88728.0,556.1264
MTBLS87,15.0,91493,60661.0,576.5957
MTBLS36,1.545187344,91493,60661.0,576.5957
MTBLS87,8.5,439756,158421.0,695.0931
RIKEN,0.33,439756,158421.0,695.0931
FEM_lipids,1.2,439756,158421.0,695.0931
MTBLS87,10.5,444493,,601.65094
MTBLS87,12.4,6022,123228.0,90.80378
MTBLS87,12.7,65110,129194.0,543.75616
RIKEN,0.32,65110,129194.0,543.75616
MTBLS87,11.5,6083,108080.0,88.15121
RIKEN,0.39,6083,108080.0,88.15121
MTBLS87,24.8,59119146,,83.11021
MTBLS36,1.444172858,59119146,,83.11021
MTBLS36,1.348293394,59119146,,83.11021
MTBLS87,14.2,439998,,86.99352
RIKEN,0.29,439998,,86.99352
MTBLS87,12.4,5247114,,85.58675
MTBLS87,12.5,57397078,,90.60013
MTBLS87,13.8,5957,50705.0,546.6361
MTBLS87,10.9,134,104673.0,625.95776
MTBLS87,10.9,2724480,152471.0,570.3914
FEM_orbitrap_plasma,1.0,2724480,152471.0,570.3914
FEM_orbitrap_urine,1.0,2724480,152471.0,570.3914
MTBLS87,14.7,6132,101993.0,93.97278
MTBLS87,13.0,13804,104548.0,576.9267
RIKEN,0.2,13804,104548.0,576.9267
MTBLS87,15.5,643757,97915.0,599.2134
MTBLS36,4.461383991,643757,97915.0,599.2134
MTBLS87,13.2,6131,133031.0,91.34016
RIKEN,0.24,6131,133031.0,91.34016
MTBLS87,11.7,87642,,603.7896
MTBLS87,15.5,6176,94376.0,551.3753
MTBLS87,5.9,6323327,,631.0557
MTBLS87,4.7,6323327,,631.0557
MTBLS87,20.0,123831,96655.0,84.59901
MTBLS87,9.7,6971285,,85.71183
MTBLS87,19.2,193344,,89.38804
MTBLS87,15.6,186004,98379.0,99.09953
MTBLS87,3.8,10427569,,1311.4508
MTBLS87,12.1,57509571,,578.28845
MTBLS87,9.4,643975,66512.0,660.85803
MTBLS87,15.5,10267,123107.0,572.64954
MTBLS87,13.3,440641,124951.0,544.9935
MTBLS87,13.1,444972,84301.0,613.2385
RIKEN,0.42,444972,84301.0,613.2385
FEM_orbitrap_plasma,1.4,444972,84301.0,613.2385
MTBLS36,2.463573579,444972,84301.0,613.2385
MTBLS87,15.5,8977,55701.0,569.39215
MTBLS87,15.5,16738679,,594.1181
MTBLS87,11.6,439213,121533.0,89.35597
RIKEN,0.15,439213,121533.0,89.35597
MTBLS87,12.0,79025,82830.0,584.644
